time,value
2021-09-30T10:28:42.278Z,104
2021-09-30T10:28:43.302Z,104
2021-09-30T10:28:44.520Z,102
2021-09-30T10:28:44.931Z,154
2021-09-30T10:28:45.583Z,280
2021-09-30T10:28:46.570Z,224
2021-09-30T10:28:47.181Z,146
2021-09-30T10:28:48.205Z,880
2021-09-30T10:28:49.241Z,116
2021-09-30T10:28:49.638Z,278
2021-09-30T10:28:50.253Z,252
2021-09-30T10:28:51.275Z,202
2021-09-30T10:28:51.888Z,200
2021-09-30T10:28:52.306Z,412
2021-09-30T10:28:53.525Z,176
2021-09-30T10:28:53.935Z,198
2021-09-30T10:28:54.548Z,226
2021-09-30T10:28:54.958Z,170
2021-09-30T10:28:55.572Z,250
2021-09-30T10:28:56.596Z,126
2021-09-30T10:28:57.213Z,144
2021-09-30T10:28:57.618Z,118
2021-09-30T10:28:58.234Z,114
2021-09-30T10:28:58.645Z,94
2021-09-30T10:33:30.031Z,94
2021-09-30T10:33:31.057Z,82
2021-09-30T10:33:31.566Z,76
2021-09-30T10:33:32.075Z,78
2021-09-30T10:33:32.590Z,82
2021-09-30T10:33:33.201Z,86
2021-09-30T10:33:33.713Z,82
2021-09-30T10:33:34.226Z,88
2021-09-30T10:33:34.740Z,82
2021-09-30T10:33:35.249Z,84
2021-09-30T10:33:36.280Z,84
2021-09-30T10:33:37.298Z,74
2021-09-30T10:33:37.913Z,80
2021-09-30T10:33:38.425Z,82
2021-09-30T10:33:39.451Z,78
2021-09-30T10:33:39.958Z,88
2021-09-30T10:33:40.470Z,84
2021-09-30T10:33:41.085Z,90
2021-09-30T10:33:42.116Z,104
2021-09-30T10:33:43.132Z,92
2021-09-30T10:33:43.647Z,78
2021-09-30T10:33:44.157Z,92
2021-09-30T10:33:44.768Z,84
2021-09-30T10:33:45.176Z,80
2021-09-30T10:33:46.197Z,88
2021-09-30T10:33:46.719Z,82
2021-09-30T10:33:47.331Z,84
2021-09-30T10:33:47.837Z,82
2021-09-30T10:33:48.550Z,86
2021-09-30T10:33:49.574Z,86
2021-09-30T10:33:50.602Z,86
2021-09-30T10:33:51.011Z,84
2021-09-30T10:33:52.236Z,80
2021-09-30T10:33:52.648Z,82
2021-09-30T10:33:53.258Z,136
2021-09-30T10:33:54.282Z,84
2021-09-30T10:33:54.694Z,86
2021-09-30T10:33:55.305Z,84
2021-09-30T10:33:55.920Z,82
2021-09-30T10:33:56.329Z,84
2021-09-30T10:33:56.942Z,80
2021-09-30T10:33:57.355Z,84
2021-09-30T10:33:58.580Z,84
2021-09-30T10:33:59.603Z,84
2021-09-30T10:34:00.217Z,92
2021-09-30T10:34:00.632Z,82
2021-09-30T10:34:01.239Z,84
2021-09-30T10:34:01.856Z,88
2021-09-30T10:34:02.264Z,82
2021-09-30T10:34:02.879Z,84
2021-09-30T10:34:03.289Z,82
2021-09-30T10:34:04.514Z,88
2021-09-30T10:34:04.868Z,82
2021-09-30T10:34:05.436Z,84
2021-09-30T10:34:06.058Z,86
2021-09-30T10:34:07.076Z,86
2021-09-30T10:34:08.098Z,82
2021-09-30T10:34:08.710Z,80
2021-09-30T10:34:09.121Z,82
2021-09-30T10:34:09.754Z,90
2021-09-30T10:34:10.149Z,96
2021-09-30T10:34:10.759Z,106
2021-09-30T10:34:11.378Z,98
2021-09-30T10:34:12.293Z,106
2021-09-30T10:34:12.908Z,88
2021-09-30T10:34:13.317Z,92
2021-09-30T10:34:14.032Z,100
2021-09-30T10:35:03.982Z,116
2021-09-30T10:35:04.491Z,84
2021-09-30T10:35:04.995Z,88
2021-09-30T10:35:05.610Z,82
2021-09-30T10:35:06.122Z,94
2021-09-30T10:35:06.634Z,144
2021-09-30T10:35:07.144Z,132
2021-09-30T10:35:07.666Z,136
2021-09-30T10:35:08.170Z,216
2021-09-30T10:35:08.686Z,142
2021-09-30T10:35:09.191Z,122
2021-09-30T10:35:10.217Z,160
2021-09-30T10:35:10.828Z,112
2021-09-30T10:35:11.340Z,144
2021-09-30T10:35:12.363Z,228
2021-09-30T10:35:12.877Z,118
2021-09-30T10:35:13.385Z,216
2021-09-30T10:35:13.898Z,148
2021-09-30T10:35:14.512Z,166
2021-09-30T10:35:14.921Z,140
2021-09-30T10:35:15.575Z,152
2021-09-30T10:35:16.048Z,198
2021-09-30T10:35:16.564Z,162
2021-09-30T10:35:17.071Z,140
2021-09-30T10:35:18.195Z,112
2021-09-30T10:35:19.224Z,108
2021-09-30T10:35:19.731Z,110
2021-09-30T10:35:20.250Z,104
2021-09-30T10:35:21.368Z,98
2021-09-30T10:35:21.779Z,86
2021-09-30T10:35:22.391Z,84
2021-09-30T10:35:22.816Z,86
2021-09-30T10:35:23.415Z,78
2021-09-30T10:35:24.028Z,94
2021-09-30T10:35:25.052Z,100
2021-09-30T10:35:26.078Z,94
2021-09-30T10:35:27.101Z,92
2021-09-30T10:35:28.122Z,132
2021-09-30T10:35:28.735Z,182
2021-09-30T10:35:29.153Z,184
2021-09-30T10:35:29.760Z,138
2021-09-30T10:35:30.375Z,156
2021-09-30T10:35:30.783Z,200
2021-09-30T10:35:31.396Z,202
2021-09-30T10:35:31.805Z,138
2021-09-30T10:35:32.420Z,160
2021-09-30T10:35:32.844Z,138
2021-09-30T10:35:33.442Z,196
2021-09-30T10:35:34.071Z,176
2021-09-30T10:35:35.080Z,178
2021-09-30T10:35:36.102Z,222
2021-09-30T10:35:37.131Z,200
2021-09-30T10:35:37.744Z,182
2021-09-30T10:35:38.150Z,224
2021-09-30T10:35:39.173Z,116
2021-09-30T10:35:40.404Z,98
2021-09-30T10:35:40.810Z,106
2021-09-30T10:35:41.427Z,88
2021-09-30T10:35:42.449Z,84
2021-09-30T10:35:42.858Z,98
2021-09-30T10:35:43.472Z,88
2021-09-30T10:35:43.984Z,98
2021-09-30T10:35:44.597Z,104
2021-09-30T10:35:45.016Z,100
2021-09-30T10:35:46.030Z,90
2021-09-30T10:35:46.644Z,100
2021-09-30T10:35:47.259Z,102
2021-09-30T10:35:47.775Z,106
2021-09-30T10:35:48.284Z,96
2021-09-30T10:35:48.694Z,130
2021-09-30T10:35:49.320Z,166
2021-09-30T10:35:50.431Z,176
2021-09-30T10:35:51.457Z,204
2021-09-30T10:35:51.863Z,164
2021-09-30T10:35:52.479Z,228
2021-09-30T10:35:53.091Z,120
2021-09-30T10:35:53.604Z,198
2021-09-30T10:35:54.118Z,160
2021-09-30T10:35:55.140Z,150
2021-09-30T10:35:56.162Z,150
2021-09-30T10:35:56.777Z,196
2021-09-30T10:35:57.186Z,164
2021-09-30T10:35:57.803Z,148
2021-09-30T10:35:58.210Z,164
2021-09-30T10:35:59.435Z,170
2021-09-30T10:35:59.845Z,104
2021-09-30T10:36:00.459Z,130
2021-09-30T10:36:00.870Z,116
2021-09-30T10:36:01.482Z,92
2021-09-30T10:36:01.892Z,100
2021-09-30T10:36:02.506Z,102
2021-09-30T10:36:03.119Z,98
2021-09-30T10:36:04.244Z,88
2021-09-30T10:36:04.761Z,106
2021-09-30T10:36:05.165Z,84
2021-09-30T10:36:05.780Z,82
2021-09-30T10:36:06.197Z,84
2021-09-30T10:36:06.805Z,86
2021-09-30T10:36:07.418Z,84
2021-09-30T10:36:08.034Z,86
2021-09-30T10:36:09.056Z,84
2021-09-30T10:36:09.681Z,106
2021-09-30T10:36:10.082Z,162
2021-09-30T10:36:11.104Z,232
2021-09-30T10:36:12.129Z,132
2021-09-30T10:36:12.742Z,114
2021-09-30T10:36:13.356Z,212
2021-09-30T10:36:14.381Z,164
2021-09-30T10:36:14.787Z,170
2021-09-30T10:36:15.402Z,156
2021-09-30T10:36:16.015Z,210
2021-09-30T10:36:17.049Z,146
2021-09-30T10:36:18.061Z,212
2021-09-30T10:36:19.089Z,164
2021-09-30T10:36:19.704Z,162
2021-09-30T10:36:20.108Z,216
2021-09-30T10:36:20.722Z,192
2021-09-30T10:36:21.135Z,162
2021-09-30T10:36:22.361Z,124
2021-09-30T10:36:23.382Z,110
2021-09-30T10:40:39.219Z,110
2021-09-30T10:40:40.237Z,82
2021-09-30T10:40:41.262Z,82
2021-09-30T10:40:42.387Z,80
2021-09-30T10:40:43.001Z,104
2021-09-30T10:40:43.512Z,82
2021-09-30T10:40:57.122Z,82
2021-09-30T10:40:58.248Z,84
2021-09-30T10:40:59.277Z,82
2021-09-30T10:41:00.297Z,82
2021-09-30T10:41:01.217Z,82
2021-09-30T10:41:16.363Z,82
2021-09-30T10:41:17.387Z,86
2021-09-30T10:41:18.305Z,130
2021-09-30T10:41:19.535Z,224
2021-09-30T10:41:20.560Z,146
2021-09-30T10:41:21.580Z,160
2021-09-30T10:41:22.094Z,146
2021-09-30T10:41:23.221Z,160
2021-09-30T10:41:24.245Z,176
2021-09-30T10:41:25.267Z,182
2021-09-30T10:41:26.288Z,214
2021-09-30T10:41:27.415Z,164
2021-09-30T10:41:28.447Z,216
2021-09-30T10:41:29.464Z,148
2021-09-30T10:41:30.592Z,100
2021-09-30T10:41:31.098Z,106
2021-09-30T10:41:32.137Z,98
2021-09-30T10:41:33.143Z,90
2021-09-30T10:41:34.272Z,76
2021-09-30T10:41:35.293Z,84
2021-09-30T10:41:36.324Z,90
2021-09-30T10:41:37.341Z,88
2021-09-30T10:41:38.370Z,86
2021-09-30T10:41:39.605Z,160
2021-09-30T10:41:40.011Z,144
2021-09-30T10:41:40.615Z,230
2021-09-30T10:41:41.024Z,218
2021-09-30T10:41:41.637Z,164
2021-09-30T10:41:42.251Z,144
2021-09-30T10:41:43.277Z,166
2021-09-30T10:41:44.300Z,134
2021-09-30T10:41:45.324Z,236
2021-09-30T10:41:46.348Z,214
2021-09-30T10:41:47.475Z,218
2021-09-30T10:41:48.500Z,234
2021-09-30T10:41:49.108Z,178
2021-09-30T10:41:50.131Z,182
2021-09-30T10:41:51.157Z,134
2021-09-30T10:41:52.183Z,102
2021-09-30T10:41:53.204Z,92
2021-09-30T10:41:54.230Z,88
2021-09-30T10:41:55.452Z,102
2021-09-30T10:41:56.476Z,88
2021-09-30T10:41:57.500Z,94
2021-09-30T10:41:58.626Z,100
2021-09-30T10:41:59.039Z,88
2021-09-30T10:41:59.652Z,94
2021-09-30T10:42:00.057Z,104
2021-09-30T10:42:01.091Z,208
2021-09-30T10:42:02.317Z,178
2021-09-30T10:42:03.333Z,176
2021-09-30T10:42:04.357Z,252
2021-09-30T10:42:05.397Z,148
2021-09-30T10:42:06.006Z,194
2021-09-30T10:42:06.402Z,262
2021-09-30T10:42:07.018Z,198
2021-09-30T10:42:08.040Z,216
2021-09-30T10:42:09.062Z,242
2021-09-30T10:42:10.085Z,172
2021-09-30T10:42:11.314Z,126
2021-09-30T10:42:12.349Z,108
2021-09-30T10:42:13.363Z,92
2021-09-30T10:42:14.387Z,98
2021-09-30T10:42:15.000Z,96
2021-09-30T10:42:15.409Z,90
2021-09-30T10:42:16.124Z,86
2021-09-30T10:42:17.149Z,110
2021-09-30T10:42:18.273Z,84
2021-09-30T10:42:19.308Z,90
2021-09-30T10:42:20.227Z,88
2021-09-30T10:42:21.450Z,108
2021-09-30T10:42:22.368Z,182
2021-09-30T10:42:23.493Z,188
2021-09-30T10:42:24.106Z,254
2021-09-30T10:42:25.033Z,160
2021-09-30T10:42:25.655Z,128
2021-09-30T10:42:26.254Z,182
2021-09-30T10:42:27.284Z,192
2021-09-30T10:42:28.203Z,192
2021-09-30T10:42:29.427Z,214
2021-09-30T10:42:30.451Z,126
2021-09-30T10:42:30.864Z,186
2021-09-30T10:42:31.375Z,216
2021-09-30T10:42:32.505Z,150
2021-09-30T10:42:33.116Z,140
2021-09-30T10:42:34.034Z,104
