time,value
2021-09-30T10:33:47.836Z,30
2021-09-30T10:33:48.347Z,28
2021-09-30T10:33:48.961Z,30
2021-09-30T10:33:49.373Z,28
2021-09-30T10:33:49.983Z,26
2021-09-30T10:33:50.394Z,28
2021-09-30T10:33:51.010Z,42
2021-09-30T10:33:52.046Z,40
2021-09-30T10:33:52.647Z,38
2021-09-30T10:33:53.058Z,32
2021-09-30T10:33:54.077Z,30
2021-09-30T10:33:54.693Z,28
2021-09-30T10:33:55.513Z,26
2021-09-30T10:33:55.921Z,30
2021-09-30T10:33:56.534Z,28
2021-09-30T10:33:56.943Z,26
2021-09-30T10:33:57.558Z,28
2021-09-30T10:33:58.581Z,78
2021-09-30T10:33:59.212Z,24
2021-09-30T10:33:59.604Z,28
2021-09-30T10:34:00.218Z,26
2021-09-30T10:34:00.633Z,28
2021-09-30T10:34:01.240Z,30
2021-09-30T10:34:01.650Z,32
2021-09-30T10:34:02.264Z,28
2021-09-30T10:34:02.878Z,46
2021-09-30T10:34:03.288Z,24
2021-09-30T10:34:04.310Z,28
2021-09-30T10:34:04.867Z,30
2021-09-30T10:34:05.435Z,46
2021-09-30T10:34:05.855Z,24
2021-09-30T10:34:06.460Z,28
2021-09-30T10:34:07.075Z,26
2021-09-30T10:34:08.097Z,34
2021-09-30T10:34:09.120Z,26
2021-09-30T10:34:09.754Z,32
2021-09-30T10:34:10.149Z,20
2021-09-30T10:34:10.758Z,32
2021-09-30T10:34:11.170Z,28
2021-09-30T10:34:12.292Z,28
2021-09-30T10:34:12.908Z,26
2021-09-30T10:34:13.317Z,22
2021-09-30T10:34:14.032Z,28
2021-09-30T10:35:03.982Z,34
2021-09-30T10:35:04.493Z,26
2021-09-30T10:35:04.996Z,24
2021-09-30T10:35:05.611Z,28
2021-09-30T10:35:06.123Z,26
2021-09-30T10:35:06.635Z,90
2021-09-30T10:35:07.144Z,434
2021-09-30T10:35:07.667Z,326
2021-09-30T10:35:08.171Z,686
2021-09-30T10:35:08.687Z,130
2021-09-30T10:35:09.192Z,1024
2021-09-30T10:35:10.218Z,712
2021-09-30T10:35:10.829Z,212
2021-09-30T10:35:11.341Z,1024
2021-09-30T10:35:12.364Z,1022
2021-09-30T10:35:12.877Z,216
2021-09-30T10:35:13.386Z,1024
2021-09-30T10:35:14.118Z,426
2021-09-30T10:35:15.133Z,250
2021-09-30T10:35:15.576Z,1024
2021-09-30T10:35:16.049Z,418
2021-09-30T10:35:16.565Z,566
2021-09-30T10:35:17.072Z,92
2021-09-30T10:35:18.196Z,60
2021-09-30T10:35:19.225Z,26
2021-09-30T10:35:19.732Z,28
2021-09-30T10:35:20.449Z,26
2021-09-30T10:35:21.571Z,26
2021-09-30T10:35:22.186Z,28
2021-09-30T10:35:22.594Z,26
2021-09-30T10:35:23.209Z,28
2021-09-30T10:35:24.232Z,28
2021-09-30T10:35:25.261Z,24
2021-09-30T10:35:25.874Z,30
2021-09-30T10:35:26.282Z,28
2021-09-30T10:35:26.893Z,26
2021-09-30T10:35:27.507Z,28
2021-09-30T10:35:28.538Z,424
2021-09-30T10:35:28.942Z,720
2021-09-30T10:35:29.565Z,242
2021-09-30T10:35:30.587Z,282
2021-09-30T10:35:31.191Z,1024
2021-09-30T10:35:31.600Z,346
2021-09-30T10:35:32.217Z,148
2021-09-30T10:35:32.624Z,376
2021-09-30T10:35:33.238Z,378
2021-09-30T10:35:33.678Z,354
2021-09-30T10:35:34.281Z,160
2021-09-30T10:35:35.284Z,460
2021-09-30T10:35:35.899Z,610
2021-09-30T10:35:36.307Z,246
2021-09-30T10:35:37.332Z,380
2021-09-30T10:35:37.945Z,824
2021-09-30T10:35:38.560Z,204
2021-09-30T10:35:39.582Z,46
2021-09-30T10:35:40.605Z,36
2021-09-30T10:35:41.220Z,26
2021-09-30T10:35:42.250Z,28
2021-09-30T10:35:42.652Z,34
2021-09-30T10:35:43.266Z,28
2021-09-30T10:35:43.984Z,26
2021-09-30T10:35:44.403Z,28
2021-09-30T10:35:45.015Z,22
2021-09-30T10:35:46.030Z,26
2021-09-30T10:35:47.054Z,26
2021-09-30T10:35:47.775Z,84
2021-09-30T10:35:48.283Z,26
2021-09-30T10:35:48.693Z,54
2021-09-30T10:35:49.320Z,336
2021-09-30T10:35:50.430Z,412
2021-09-30T10:35:51.456Z,392
2021-09-30T10:35:51.862Z,414
2021-09-30T10:35:52.479Z,664
2021-09-30T10:35:53.604Z,1024
2021-09-30T10:35:54.117Z,566
2021-09-30T10:35:55.140Z,116
2021-09-30T10:35:56.162Z,954
2021-09-30T10:35:56.572Z,1024
2021-09-30T10:35:57.185Z,152
2021-09-30T10:35:57.802Z,222
2021-09-30T10:35:58.210Z,572
2021-09-30T10:35:59.230Z,350
2021-09-30T10:35:59.845Z,56
2021-09-30T10:36:00.459Z,34
2021-09-30T10:36:00.869Z,28
2021-09-30T10:36:01.482Z,30
2021-09-30T10:36:01.892Z,26
2021-09-30T10:36:02.506Z,30
2021-09-30T10:36:03.733Z,24
2021-09-30T10:36:04.245Z,26
2021-09-30T10:36:04.762Z,28
2021-09-30T10:36:05.372Z,26
2021-09-30T10:36:05.985Z,28
2021-09-30T10:36:06.394Z,32
2021-09-30T10:36:07.010Z,28
2021-09-30T10:36:08.035Z,28
2021-09-30T10:36:09.261Z,28
2021-09-30T10:36:09.682Z,152
2021-09-30T10:36:10.294Z,826
2021-09-30T10:36:11.306Z,606
2021-09-30T10:36:12.331Z,688
2021-09-30T10:36:12.945Z,390
2021-09-30T10:36:13.356Z,564
2021-09-30T10:36:14.382Z,1024
2021-09-30T10:36:15.001Z,624
2021-09-30T10:36:15.606Z,1024
2021-09-30T10:36:16.016Z,170
2021-09-30T10:36:16.632Z,146
2021-09-30T10:36:17.050Z,626
2021-09-30T10:36:17.659Z,480
2021-09-30T10:36:18.264Z,364
2021-09-30T10:36:19.289Z,834
2021-09-30T10:36:19.704Z,376
2021-09-30T10:36:20.316Z,1024
2021-09-30T10:36:20.722Z,54
2021-09-30T10:36:21.334Z,30
2021-09-30T10:36:22.362Z,28
2021-09-30T10:36:23.585Z,30
2021-09-30T10:40:39.219Z,30
2021-09-30T10:40:40.236Z,28
2021-09-30T10:40:41.261Z,28
2021-09-30T10:40:42.386Z,28
2021-09-30T10:40:43.001Z,38
2021-09-30T10:40:43.512Z,40
2021-09-30T10:40:57.122Z,40
2021-09-30T10:40:58.248Z,30
2021-09-30T10:40:59.277Z,30
2021-09-30T10:41:00.297Z,32
2021-09-30T10:41:01.216Z,32
2021-09-30T10:41:16.363Z,34
2021-09-30T10:41:17.388Z,50
2021-09-30T10:41:18.509Z,832
2021-09-30T10:41:19.536Z,232
2021-09-30T10:41:20.560Z,494
2021-09-30T10:41:21.581Z,328
2021-09-30T10:41:22.095Z,218
2021-09-30T10:41:23.222Z,794
2021-09-30T10:41:24.245Z,404
2021-09-30T10:41:25.267Z,714
2021-09-30T10:41:26.288Z,372
2021-09-30T10:41:27.415Z,594
2021-09-30T10:41:28.447Z,358
2021-09-30T10:41:29.464Z,70
2021-09-30T10:41:30.592Z,36
2021-09-30T10:41:31.098Z,28
2021-09-30T10:41:32.137Z,32
2021-09-30T10:41:33.144Z,20
2021-09-30T10:41:34.273Z,26
2021-09-30T10:41:35.498Z,30
2021-09-30T10:41:36.520Z,22
2021-09-30T10:41:37.135Z,28
2021-09-30T10:41:38.167Z,30
2021-09-30T10:41:39.194Z,30
2021-09-30T10:41:40.207Z,526
2021-09-30T10:41:41.232Z,546
2021-09-30T10:41:42.251Z,882
2021-09-30T10:41:43.480Z,432
2021-09-30T10:41:44.503Z,808
2021-09-30T10:41:45.526Z,408
2021-09-30T10:41:46.549Z,434
2021-09-30T10:41:47.070Z,772
2021-09-30T10:41:48.089Z,260
2021-09-30T10:41:49.109Z,482
2021-09-30T10:41:50.346Z,184
2021-09-30T10:41:51.360Z,34
2021-09-30T10:41:52.383Z,28
2021-09-30T10:41:53.406Z,48
2021-09-30T10:41:54.019Z,14
2021-09-30T10:41:55.044Z,30
2021-09-30T10:41:55.662Z,24
2021-09-30T10:41:56.066Z,26
2021-09-30T10:41:57.145Z,30
2021-09-30T10:41:58.121Z,24
2021-09-30T10:41:59.444Z,30
2021-09-30T10:42:00.467Z,32
2021-09-30T10:42:01.490Z,786
2021-09-30T10:42:02.516Z,134
2021-09-30T10:42:03.137Z,904
2021-09-30T10:42:04.167Z,496
2021-09-30T10:42:05.178Z,1024
2021-09-30T10:42:06.197Z,546
2021-09-30T10:42:07.222Z,588
2021-09-30T10:42:08.251Z,414
2021-09-30T10:42:09.477Z,340
2021-09-30T10:42:10.496Z,772
2021-09-30T10:42:11.519Z,134
2021-09-30T10:42:12.133Z,48
2021-09-30T10:42:13.156Z,34
2021-09-30T10:42:14.181Z,28
2021-09-30T10:42:15.204Z,26
2021-09-30T10:42:16.329Z,38
2021-09-30T10:42:17.352Z,30
2021-09-30T10:42:18.068Z,28
2021-09-30T10:42:19.095Z,28
2021-09-30T10:42:20.226Z,28
2021-09-30T10:42:21.242Z,28
2021-09-30T10:42:22.366Z,936
2021-09-30T10:42:23.287Z,308
2021-09-30T10:42:24.310Z,704
2021-09-30T10:42:25.031Z,1024
2021-09-30T10:42:25.435Z,314
2021-09-30T10:42:26.051Z,246
2021-09-30T10:42:27.109Z,842
2021-09-30T10:42:28.200Z,112
2021-09-30T10:42:29.225Z,826
2021-09-30T10:42:30.246Z,494
2021-09-30T10:42:30.667Z,936
2021-09-30T10:42:31.373Z,1006
2021-09-30T10:42:32.294Z,686
2021-09-30T10:42:33.316Z,122
2021-09-30T10:42:34.032Z,84
